 Nome da IES, Sigla da IES, Categoria Administrativa, Área de Avaliação, Município do Curso, Sigla da UF, CPC (Faixa)
UNIVERSIDADE DO GRANDE RIO PROFESSOR JOSÉ DE SOUZA HERDY,UNIGRANRIO,Privada com fins lucrativos,ENFERMAGEM,Rio de Janeiro,RJ,4
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DA PARAÍBA",IFPB,Pública Federal,MEDICINA VETERINÁRIA,Sousa,PB,4
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUDESTE DE MINAS GERAIS",IFSEMG,Pública Federal,ZOOTECNIA,Rio Pomba,MG,4
FACULDADE DE TECNOLOGIA DE SÃO JOSÉ DO RIO PRETO,FATECRP,Pública Estadual,TECNOLOGIA EM AGRONEGÓCIOS,São José do Rio Preto,SP,4
UNIVERSIDADE FEDERAL DO ACRE,UFAC,Pública Federal,ENGENHARIA ELÉTRICA,Rio Branco,AC,3
FACULDADE DE VIÇOSA,FDV,Privada com fins lucrativos,ENGENHARIA DE PRODUÇÃO,Viçosa,MG,4
CENTRO UNIVERSITÁRIO CENTRAL PAULISTA,UNICEP,Privada com fins lucrativos,FISIOTERAPIA,Rio Claro,SP,3
UNIVERSIDADE DE FRANCA,UNIFRAN,Privada com fins lucrativos,ENGENHARIA MECÂNICA,Franca,SP,3
UNIVERSIDADE DE FRANCA,UNIFRAN,Privada com fins lucrativos,ENGENHARIA ELÉTRICA,Franca,SP,3
UNIVERSIDADE FEDERAL DE GOIÁS,UFG,Pública Federal,ENGENHARIA FLORESTAL,Goiânia,GO,4
UNIVERSIDADE VEIGA DE ALMEIDA,UVA,Privada com fins lucrativos,ENGENHARIA AMBIENTAL,Cabo Frio,RJ,SC
CENTRO UNIVERSITÁRIO DAS FACULDADES ASSOCIADAS DE ENSINO - FAE,UNIFAE,Especial,FISIOTERAPIA,São João da Boa Vista,SP,4
UNIVERSIDADE FEDERAL DE GOIÁS,UFG,Pública Federal,ENGENHARIA AMBIENTAL,Goiânia,GO,4
Claretiano - Centro Universitário,CLARETIANOBT,Comunitária/Confessional,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,Batatais,SP,3
CENTRO UNIVERSITÁRIO DE BRUSQUE,UNIFEBE,Privada sem fins lucrativos,ENGENHARIA DE PRODUÇÃO,Brusque,SC,4
CENTRO UNIVERSITÁRIO SÃO CAMILO - ESPÍRITO SANTO,SÃO CAMILO-ES,Privada sem fins lucrativos,FARMÁCIA,Cachoeiro de Itapemirim,ES,4
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO TOCANTINS",IFTO,Pública Federal,TECNOLOGIA EM AGRONEGÓCIOS,Palmas,TO,2
UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL,UEMS,Pública Estadual,ENGENHARIA FLORESTAL,Aquidauana,MS,3
"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO",IFES,Pública Federal,ENGENHARIA MECÂNICA,São Mateus,ES,3
UNIVERSIDADE PAULISTA,UNIP,Privada com fins lucrativos,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,Santos,SP,3
UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,Pública Federal,ZOOTECNIA,Cuiabá,MT,4
UNIVERSIDADE VEIGA DE ALMEIDA,UVA,Privada com fins lucrativos,ENGENHARIA DE PRODUÇÃO,Rio de Janeiro,RJ,4
UNIVERSIDADE FEDERAL DE GOIÁS,UFG,Pública Federal,ENGENHARIA MECÂNICA,Goiânia,GO,4
CENTRO UNIVERSITÁRIO DE GOIATUBA,UNICERRADO,Pública Municipal,ENFERMAGEM,Goiatuba,GO,4
CENTRO UNIVERSITÁRIO DE GOIATUBA,UNICERRADO,Pública Municipal,TECNOLOGIA EM GESTÃO AMBIENTAL,Goiatuba,GO,3
UNIVERSIDADE DO ESTADO DE MINAS GERAIS,UEMG,Pública Estadual,ENGENHARIA DE PRODUÇÃO,Passos,MG,3
UNIVERSIDADE DO ESTADO DE MINAS GERAIS,UEMG,Pública Estadual,BIOMEDICINA,Passos,MG,4
UNIVERSIDADE ESTADUAL DE PONTA GROSSA,UEPG,Pública Estadual,MEDICINA,Ponta Grossa,PR,4
CENTRO UNIVERSITÁRIO IBMR,,Privada com fins lucrativos,NUTRIÇÃO,Rio de Janeiro,RJ,3
Centro Universitário da Região da Campanha,,Comunitária/Confessional,ENGENHARIA CIVIL,Bagé,RS,3
UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,UERJ,Pública Estadual,FARMÁCIA,Rio de Janeiro,RJ,4
UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,UERJ,Pública Estadual,ENGENHARIA DE PRODUÇÃO,Rio de Janeiro,RJ,3
UNIVERSIDADE FEDERAL DO CEARÁ,UFC,Pública Federal,ENGENHARIA AMBIENTAL,Fortaleza,CE,3
CENTRO UNIVERSITÁRIO BARRIGA VERDE,UNIBAVE,Comunitária/Confessional,ENGENHARIA AMBIENTAL,Orleans,SC,SC
FACULDADE ESAMC CAMPINAS,ESAMC,Privada com fins lucrativos,ENGENHARIA QUÍMICA,Campinas,SP,2
UNIVERSIDADE DO ESTADO DO AMAZONAS,UEA,Pública Estadual,ENGENHARIA QUÍMICA,Manaus,AM,3
CENTRO UNIVERSITÁRIO DAS FACULDADES METROPOLITANAS UNIDAS,FMU,Privada sem fins lucrativos,ENGENHARIA AMBIENTAL,São Paulo,SP,2
CENTRO UNIVERSITÁRIO DAS FACULDADES METROPOLITANAS UNIDAS,FMU,Privada sem fins lucrativos,ENGENHARIA CIVIL,São Paulo,SP,2
UNIVERSIDADE ESTADUAL DE MARINGÁ,UEM,Pública Estadual,ENGENHARIA DE PRODUÇÃO,Goioerê,PR,4
UNIVERSIDADE ESTADUAL DE MARINGÁ,UEM,Pública Estadual,ENGENHARIA ELÉTRICA,Maringá,PR,5
UNIVERSIDADE ESTADUAL DE MARINGÁ,UEM,Pública Estadual,ENGENHARIA CIVIL,Umuarama,PR,3
UNIVERSIDADE DO EXTREMO SUL CATARINENSE,UNESC,Comunitária/Confessional,BIOMEDICINA,Criciúma,SC,4
UNIVERSIDADE DO EXTREMO SUL CATARINENSE,UNESC,Comunitária/Confessional,ENGENHARIA DE PRODUÇÃO,Criciúma,SC,4
CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL GUAXUPÉ,UNIFEG,Privada sem fins lucrativos,ENGENHARIA CIVIL,Guaxupé,MG,2
CENTRO UNIVERSITÁRIO DE GOIATUBA,UNICERRADO,Pública Municipal,FISIOTERAPIA,Goiatuba,GO,3
UNIVERSIDADE DA REGIÃO DE JOINVILLE,UNIVILLE,Comunitária/Confessional,ENGENHARIA DE PRODUÇÃO,Joinville,SC,4
UNIVERSIDADE DA REGIÃO DE JOINVILLE,UNIVILLE,Comunitária/Confessional,ENGENHARIA AMBIENTAL,Joinville,SC,4
CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DE MINAS GERAIS,CEFET/MG,Pública Federal,ENGENHARIA AMBIENTAL,Belo Horizonte,MG,4
UNIVERSIDADE CATÓLICA DE PETRÓPOLIS,UCP,Comunitária/Confessional,BIOMEDICINA,Petrópolis,RJ,4
UNIVERSIDADE DO OESTE DE SANTA CATARINA,UNOESC,Comunitária/Confessional,FARMÁCIA,São Miguel do Oeste,SC,5
UNIVERSIDADE ESTÁCIO DE SÁ,UNESA,Privada com fins lucrativos,ENGENHARIA DE PRODUÇÃO,Resende,RJ,3
FUNDAÇÃO UNIVERSIDADE FEDERAL DE RONDÔNIA,UNIR,Pública Federal,MEDICINA VETERINÁRIA,Rolim de Moura,RO,4
INSTITUTO MUNICIPAL DE ENSINO SUPERIOR DE CATANDUVA,IMES CATANDUVA,Pública Municipal,FISIOTERAPIA,Catanduva,SP,3
UNIVERSIDADE SALGADO DE OLIVEIRA,UNIVERSO,Privada sem fins lucrativos,ENFERMAGEM,São Gonçalo,RJ,3
UNIVERSIDADE ESTADUAL DE SANTA CRUZ,UESC,Pública Estadual,ENGENHARIA CIVIL,Ilhéus,BA,4
UNIVERSIDADE ESTADUAL DE SANTA CRUZ,UESC,Pública Estadual,ENGENHARIA ELÉTRICA,Ilhéus,BA,4
UNIVERSIDADE ESTADUAL DE SANTA CRUZ,UESC,Pública Estadual,ENGENHARIA MECÂNICA,Ilhéus,BA,3
UNIVERSIDADE ESTADUAL DE SANTA CRUZ,UESC,Pública Estadual,ENGENHARIA QUÍMICA,Ilhéus,BA,4
"Instituto Federal de Educação, Ciência e Tecnologia do Acre",IFAC,Pública Federal,TECNOLOGIA EM GESTÃO AMBIENTAL,Xapuri,AC,2
UNIVERSIDADE DO VALE DO ITAJAÍ,UNIVALI,Comunitária/Confessional,ENFERMAGEM,Itajaí,SC,4
UNIVERSIDADE DO SUL DE SANTA CATARINA,UNISUL,Comunitária/Confessional,ENFERMAGEM,Tubarão,SC,3
UNIVERSIDADE DO SUL DE SANTA CATARINA,UNISUL,Comunitária/Confessional,ENFERMAGEM,Palhoça,SC,3
UNIVERSIDADE ESTADUAL DA PARAÍBA,UEPB,Pública Estadual,ENFERMAGEM,Campina Grande,PB,3
UNIVERSIDADE FEDERAL DO PARANÁ,UFPR,Pública Federal,ENFERMAGEM,Curitiba,PR,4
FACULDADES INTEGRADAS DOS CAMPOS GERAIS,CESCAGE,Privada com fins lucrativos,ENFERMAGEM,Ponta Grossa,PR,3
Centro Universitário UNIFAFIBE,FAFIBE,Privada sem fins lucrativos,ENFERMAGEM,Bebedouro,SP,4
CENTRO UNIVERSITÁRIO ARTHUR SÁ EARP NETO,UNIFASE,Privada sem fins lucrativos,ENFERMAGEM,Petrópolis,RJ,3
Centro Universitário São Lucas Porto Velho,São Lucas PVH,Privada com fins lucrativos,ENFERMAGEM,Porto Velho,RO,4
Claretiano - Centro Universitário,CLARETIANOBT,Comunitária/Confessional,NUTRIÇÃO,Batatais,SP,5
Faculdade Multivix São Mateus,MULTIVIX SÃO MATEUS,Privada com fins lucrativos,ENGENHARIA MECÂNICA,São Mateus,ES,SC
FACULDADE DE TECNOLOGIA IPPEO,IPPEO,Privada com fins lucrativos,TECNOLOGIA EM GESTÃO HOSPITALAR,Curitiba,PR,3
FACULDADE ANHANGUERA DE SUMARÉ,FACSUMARÉ,Privada com fins lucrativos,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Sumaré,SP,3
FACULDADE ANHANGUERA DE SUMARÉ,FACSUMARÉ,Privada com fins lucrativos,ENGENHARIA DE PRODUÇÃO,Sumaré,SP,3
FACULDADE ANHANGÜERA DE RIBEIRÃO PRETO,,Privada com fins lucrativos,ENGENHARIA ELÉTRICA,Ribeirão Preto,SP,3
FACULDADE ANHANGUERA DE SUMARÉ,FACSUMARÉ,Privada com fins lucrativos,ENGENHARIA ELÉTRICA,Sumaré,SP,3
FACULDADE ANHANGUERA DE SUMARÉ,FACSUMARÉ,Privada com fins lucrativos,ENGENHARIA MECÂNICA,Sumaré,SP,3
FACULDADE ANHANGÜERA DE RIBEIRÃO PRETO,,Privada com fins lucrativos,ENGENHARIA DE PRODUÇÃO,Ribeirão Preto,SP,3
FACULDADE UNINASSAU VILHENA,,Privada com fins lucrativos,BIOMEDICINA,Vilhena,RO,3
FACULDADE METROPOLITANA SÃO CARLOS BJI,FAMESC-BJI,Privada com fins lucrativos,ENFERMAGEM,Bom Jesus do Itabapoana,RJ,3
FACULDADE DE MINAS BH,FAMINAS-BH,Privada com fins lucrativos,MEDICINA,Belo Horizonte,MG,3
FACULDADE DE MINAS BH,FAMINAS-BH,Privada com fins lucrativos,BIOMEDICINA,Belo Horizonte,MG,4
Centro Universitário Santa Rita,UNIFASAR,Privada com fins lucrativos,FARMÁCIA,Conselheiro Lafaiete,MG,4
UNIVERSIDADE FEDERAL DO AMAPÁ,UNIFAP,Pública Federal,MEDICINA,Macapá,AP,3
FACULDADE DE MINAS BH,FAMINAS-BH,Privada com fins lucrativos,NUTRIÇÃO,Belo Horizonte,MG,5
FACULDADES INTEGRADAS DE BAURU,FIB,Privada com fins lucrativos,BIOMEDICINA,Bauru,SP,4
Centro Universitário de Tecnologia e Negócios Carlos Drummond de Andrade,UniTen CDA,Privada com fins lucrativos,ENGENHARIA DE PRODUÇÃO,São Paulo,SP,3
Centro Universitário CEUNI - FAMETRO,FAMETRO,Privada com fins lucrativos,BIOMEDICINA,Manaus,AM,3
Centro Universitário de Rondônia,Unesc,Privada com fins lucrativos,BIOMEDICINA,Cacoal,RO,2
UNIVERSIDADE ESTÁCIO DE SÁ,UNESA,Privada com fins lucrativos,ENFERMAGEM,Nova Iguaçu,RJ,3
CENTRO UNIVERSITÁRIO CATÓLICA DE QUIXADÁ,UNICATÓLICA,Privada sem fins lucrativos,ARQUITETURA E URBANISMO,Quixadá,CE,3
INSTITUTO NACIONAL DE ENSINO SUPERIOR E PÓS-GRADUAÇÃO PADRE GERVÁSIO,INAPÓS,Privada com fins lucrativos,ODONTOLOGIA,Pouso Alegre,MG,5
FACULDADE FINACI,FINACI,Privada com fins lucrativos,TECNOLOGIA EM RADIOLOGIA,São Paulo,SP,2
Centro Universitário Uniasselvi de Brusque,,Privada com fins lucrativos,ENGENHARIA DE PRODUÇÃO,Brusque,SC,3
FACULDADE UNIÃO DE CAMPO MOURÃO,,Privada com fins lucrativos,ENFERMAGEM,Campo Mourão,PR,3
Centro Universitário Maurício de Nassau de João Pessoa,,Privada sem fins lucrativos,ENFERMAGEM,João Pessoa,PB,3
Centro Universitário Maurício de Nassau de João Pessoa,,Privada sem fins lucrativos,FISIOTERAPIA,João Pessoa,PB,4
FACULDADE DO SUL DA BAHIA,FASB,Privada sem fins lucrativos,BIOMEDICINA,Teixeira de Freitas,BA,2
CENTRO UNIVERSITÁRIO UNIFAS,,Privada com fins lucrativos,TECNOLOGIA EM RADIOLOGIA,Lauro de Freitas,BA,SC
Faculdade Pitágoras Unopar Anhanguera de Londrina,,Privada com fins lucrativos,ENGENHARIA DE PRODUÇÃO,Londrina,PR,3
FACULDADE UNIÃO ARARUAMA DE ENSINO S/S Ltda.,FAC-UNILAGOS,Privada com fins lucrativos,ENFERMAGEM,Araruama,RJ,3
FACULDADE METROPOLITANA DE ANÁPOLIS,FAMA,Privada com fins lucrativos,FARMÁCIA,Anápolis,GO,3
FACULDADE METROPOLITANA DE ANÁPOLIS,FAMA,Privada com fins lucrativos,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,Anápolis,GO,3
CENTRO UNIVERSITÁRIO UNISEP,CEUUN,Privada com fins lucrativos,FARMÁCIA,Francisco Beltrão,PR,3
CENTRO TÉCNICO-EDUCACIONAL SUPERIOR DO OESTE PARANAENSE,CTESOP,Privada com fins lucrativos,ENFERMAGEM,Assis Chateaubriand,PR,3
CENTRO UNIVERSITÁRIO SENAI CIMATEC,SENAI CIMATEC,Privada sem fins lucrativos,ENGENHARIA MECÂNICA,Salvador,BA,4
FACULDADE DE AGUDOS,FAAG,Privada sem fins lucrativos,ENGENHARIA DE PRODUÇÃO,Agudos,SP,3
FACULDADES INTEGRADAS DE TRÊS LAGOAS,AEMS,Privada sem fins lucrativos,FARMÁCIA,Três Lagoas,MS,4
CENTRO UNIVERSITÁRIO UNISEP,CEUUN,Privada com fins lucrativos,FISIOTERAPIA,Francisco Beltrão,PR,2
CENTRO UNIVERSITÁRIO TERESA D'ÁVILA,FATEA,Privada sem fins lucrativos,ARQUITETURA E URBANISMO,Lorena,SP,2
FACULDADE CENTRO MATO-GROSSENSE,,Privada sem fins lucrativos,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,Sorriso,MT,SC
ESCOLA SUPERIOR SÃO FRANCISCO DE ASSIS,ESFA,Privada sem fins lucrativos,MEDICINA VETERINÁRIA,Santa Teresa,ES,3
Centro Universitário de Excelência Eniac,ENIAC,Privada com fins lucrativos,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Guarulhos,SP,4
FACULDADE PRINCESA DO OESTE,FPO,Privada com fins lucrativos,ENFERMAGEM,Crateús,CE,3
FACULDADE ANÍSIO TEIXEIRA DE FEIRA DE SANTANA,FAT,Privada sem fins lucrativos,MEDICINA VETERINÁRIA,Feira de Santana,BA,3
Centro Universitário Fametro, Unifametro,Privada com fins lucrativos,TECNOLOGIA EM ESTÉTICA E COSMÉTICA,Fortaleza,CE,5
FACULDADE DE TECNOLOGIA E CIÊNCIAS DA BAHIA,FATEC/BA,Privada com fins lucrativos,ENGENHARIA MECÂNICA,Alagoinhas,BA,3
UNIVERSIDADE SALVADOR,UNIFACS,Privada com fins lucrativos,ENGENHARIA CIVIL,Feira de Santana,BA,3
FACULDADE DO RIO DE JANEIRO,,Privada com fins lucrativos,ENGENHARIA MECÂNICA,Rio de Janeiro,RJ,2
Centro Universitário Fanor Wyden,UniFanor Wyden,Privada com fins lucrativos,NUTRIÇÃO,Fortaleza,CE,3
UNIVERSIDADE SALVADOR,UNIFACS,Privada com fins lucrativos,ENGENHARIA DE PRODUÇÃO,Feira de Santana,BA,4
Faculdade Anhanguera de São José-SC,FASJ-SC,Privada com fins lucrativos,FISIOTERAPIA,São José,SC,3
Faculdade Anhanguera de São José-SC,FASJ-SC,Privada com fins lucrativos,ENFERMAGEM,São José,SC,3
FACULDADE ADJETIVO CETEP,ADJETIVO-CETEP,Privada com fins lucrativos,ENGENHARIA DE PRODUÇÃO,Mariana,MG,2
UNIVERSIDADE SALVADOR,UNIFACS,Privada com fins lucrativos,ENGENHARIA MECÂNICA,Feira de Santana,BA,3
PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ,PUCPR,Comunitária/Confessional,MEDICINA,Londrina,PR,4
FACULDADE ANHANGUERA DE SÃO LUIZ,,Privada com fins lucrativos,ENGENHARIA AMBIENTAL,São Luís,MA,3
FACULDADE ANHANGUERA DE SÃO LUIZ,,Privada com fins lucrativos,ENGENHARIA ELÉTRICA,São Luís,MA,3
FACULDADE ANHANGUERA DE SÃO LUIZ,,Privada com fins lucrativos,ENGENHARIA MECÂNICA,São Luís,MA,3
FACULDADE ANHANGUERA DE SÃO LUIZ,,Privada com fins lucrativos,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,São Luís,MA,3
FACULDADE ANHANGUERA DE SÃO LUIZ,,Privada com fins lucrativos,ENGENHARIA CIVIL,São Luís,MA,3
UNIVERSIDADE SALVADOR,UNIFACS,Privada com fins lucrativos,ENGENHARIA ELÉTRICA,Feira de Santana,BA,4
FACULDADE METROPOLITANA DE ANÁPOLIS,FAMA,Privada com fins lucrativos,AGRONOMIA,Anápolis,GO,3
Centro Universitário Uniasselvi de Blumenau,,Privada com fins lucrativos,BIOMEDICINA,Blumenau,SC,4
Centro Universitário Uniasselvi de Blumenau,,Privada com fins lucrativos,FISIOTERAPIA,Blumenau,SC,4
FACULDADE METROPOLITANA DE ANÁPOLIS,FAMA,Privada com fins lucrativos,ARQUITETURA E URBANISMO,Anápolis,GO,3
CENTRO UNIVERSITÁRIO ALVES FARIA,UNIALFA,Privada com fins lucrativos,ENGENHARIA CIVIL,Goiânia,GO,3
CENTRO UNIVERSITÁRIO ALVES FARIA,UNIALFA,Privada com fins lucrativos,ENGENHARIA MECÂNICA,Goiânia,GO,2
CENTRO UNIVERSITÁRIO ALVES FARIA,UNIALFA,Privada com fins lucrativos,ENGENHARIA ELÉTRICA,Goiânia,GO,2
FACULDADE METROPOLITANA DE ANÁPOLIS,FAMA,Privada com fins lucrativos,ENFERMAGEM,Anápolis,GO,3
Faculdade Anhanguera Unime de Salvador,,Privada com fins lucrativos,ODONTOLOGIA,Salvador,BA,3
CENTRO UNIVERSITÁRIO DA SERRA GAÚCHA,FSG,Privada com fins lucrativos,ENGENHARIA DE PRODUÇÃO,Caxias do Sul,RS,5
Gran Centro Universitário,GRAN,Privada com fins lucrativos,TECNOLOGIA EM GESTÃO AMBIENTAL,Curitiba,PR,SC
FACULDADE DE CIÊNCIAS HUMANAS DO ESTADO DE SÃO PAULO,FACIC,Privada sem fins lucrativos,ENGENHARIA DE PRODUÇÃO,Cruzeiro,SP,3
FACULDADE SÃO FRANCISCO DE ASSIS,FSFA,Privada com fins lucrativos,ARQUITETURA E URBANISMO,Porto Alegre,RS,3
FACULDADE CIÊNCIAS DA VIDA,FCV,Privada com fins lucrativos,NUTRIÇÃO,Sete Lagoas,MG,3
Faculdade Pitágoras Bacabal Mearim,,Privada com fins lucrativos,NUTRIÇÃO,Bacabal,MA,3
CENTRO UNIVERSITÁRIO DA SERRA GAÚCHA,FSG,Privada com fins lucrativos,ENGENHARIA CIVIL,Caxias do Sul,RS,4
FACULDADE ANHANGUERA DE CONTAGEM,,Privada com fins lucrativos,ENGENHARIA ELÉTRICA,Contagem,MG,3
FACULDADE ANHANGUERA DE CONTAGEM,,Privada com fins lucrativos,ENGENHARIA MECÂNICA,Contagem,MG,3
FACULDADE BARRETOS,FB,Privada com fins lucrativos,ENFERMAGEM,Barretos,SP,3
INSTITUTO FLORENCE DE ENSINO SUPERIOR,IFES,Privada com fins lucrativos,ODONTOLOGIA,São Luís,MA,3
FACULDADE ANHANGUERA DE TEIXEIRA DE FREITAS,,Privada com fins lucrativos,ENGENHARIA CIVIL,Teixeira de Freitas,BA,3
FACULDADE ANHANGUERA DE TEIXEIRA DE FREITAS,,Privada com fins lucrativos,ENGENHARIA MECÂNICA,Teixeira de Freitas,BA,3
"Faculdade de Ciências, Educação, Saúde, Pesquisa e Gestão",FSF,Privada com fins lucrativos,ENFERMAGEM,São Fidélis,RJ,2
FACULDADE ANHANGÜERA DE SÃO JOSÉ,,Privada com fins lucrativos,ENGENHARIA DE PRODUÇÃO,São José dos Campos,SP,4
FACULDADE CIÊNCIAS DA VIDA,FCV,Privada com fins lucrativos,FARMÁCIA,Sete Lagoas,MG,4
FACULDADE ANHANGÜERA DE PIRACICABA,,Privada com fins lucrativos,ENGENHARIA MECÂNICA,Piracicaba,SP,2
FACULDADE ANHANGÜERA DE SÃO JOSÉ,,Privada com fins lucrativos,ENGENHARIA MECÂNICA,São José dos Campos,SP,3
Faculdade Pitágoras Bacabal Mearim,,Privada com fins lucrativos,FARMÁCIA,Bacabal,MA,3
FACULDADE ANHANGUERA JARAGUÁ DO SUL,,Privada com fins lucrativos,ENGENHARIA DE PRODUÇÃO,Jaraguá do Sul,SC,SC
FACULDADE ANHANGUERA DE JOINVILLE,,Privada com fins lucrativos,ENGENHARIA MECÂNICA,Joinville,SC,3
FACULDADE ANHANGUERA JARAGUÁ DO SUL,,Privada com fins lucrativos,ENGENHARIA MECÂNICA,Jaraguá do Sul,SC,3
FACULDADE ANHANGUERA DE JOINVILLE,,Privada com fins lucrativos,ENGENHARIA DE PRODUÇÃO,Joinville,SC,3
FACULDADE PAN AMAZÔNICA,FAPAN,Privada com fins lucrativos,ENFERMAGEM,Belém,PA,3
FACULDADE DE ENSINO DE MINAS GERAIS,FACEMG,Privada com fins lucrativos,ENFERMAGEM,Belo Horizonte,MG,3
FACULDADE DE ENSINO DE MINAS GERAIS,FACEMG,Privada com fins lucrativos,FISIOTERAPIA,Belo Horizonte,MG,3
INSTITUTO CUIABÁ DE ENSINO E CULTURA,ICEC,Privada com fins lucrativos,ENFERMAGEM,Cuiabá,MT,3
FACULDADE PARANAENSE,FAPAR,Privada com fins lucrativos,ENFERMAGEM,Curitiba,PR,3
FACULDADE DE PALMAS,FAPAL,Privada com fins lucrativos,ENFERMAGEM,Palmas,TO,2
FACULDADE DE SANTA CATARINA,FASC,Privada com fins lucrativos,ENFERMAGEM,São José,SC,3
INSTITUTO TAUBATÉ DE ENSINO SUPERIOR,I.T.E.S.,Privada com fins lucrativos,ENFERMAGEM,Taubaté,SP,4
CENTRO UNIVERSITÁRIO DO PIAUÍ,UNIFAPI,Privada com fins lucrativos,ENFERMAGEM,Teresina,PI,3
FACULDADE ANHANGUERA DE SANTA BÁRBARA,,Privada com fins lucrativos,ENGENHARIA CIVIL,Santa Bárbara d'Oeste,SP,3
CENTRO UNIVERSITÁRIO ESTÁCIO DE BRASÍLIA - ESTÁCIO BRASÍLIA,ESTÁCIO BRASÍLIA,Privada com fins lucrativos,ARQUITETURA E URBANISMO,Brasília,DF,3
Faculdade Anhanguera de Governador Valadares,,Privada com fins lucrativos,ENGENHARIA DE PRODUÇÃO,Governador Valadares,MG,3
Faculdade Anhanguera de Governador Valadares,,Privada com fins lucrativos,ENGENHARIA AMBIENTAL,Governador Valadares,MG,2
Faculdade Anhanguera de Governador Valadares,,Privada com fins lucrativos,ENGENHARIA MECÂNICA,Governador Valadares,MG,3
Centro Universitário Ruy Barbosa Wyden,UniRuy Wyden,Privada com fins lucrativos,ARQUITETURA E URBANISMO,Salvador,BA,3
Faculdade Área1 Wyden,Área1 Wyden,Privada com fins lucrativos,ENGENHARIA CIVIL,Salvador,BA,3
FACULDADE DE INTEGRAÇÃO DO SERTÃO,FIS,Privada com fins lucrativos,FISIOTERAPIA,Serra Talhada,PE,2
FACULDADE ANHANGUERA DE JOINVILLE,,Privada com fins lucrativos,ENGENHARIA CIVIL,Joinville,SC,3
CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DE JUAZEIRO DO NORTE,UNINASSAU,Privada com fins lucrativos,FARMÁCIA,Juazeiro do Norte,CE,3
CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS,UNICATÓLICA,Comunitária/Confessional,ENGENHARIA CIVIL,Palmas,TO,4
CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS,UNICATÓLICA,Comunitária/Confessional,ENGENHARIA ELÉTRICA,Palmas,TO,4
Centro Universitário LS,UNILS,Privada com fins lucrativos,FARMÁCIA,Brasília,DF,4
FACULDADE GUARAPUAVA,FG,Privada com fins lucrativos,ENGENHARIA ELÉTRICA,Guarapuava,PR,3
FACULDADE GUARAPUAVA,FG,Privada com fins lucrativos,ENGENHARIA CIVIL,Guarapuava,PR,2
CENTRO UNIVERSITÁRIO DO VALE DO ARAGUAIA,UNIVAR,Privada com fins lucrativos,ZOOTECNIA,Barra do Garças,MT,3
Centro Universitário Mario Pontes Jucá,UMJ,Privada sem fins lucrativos,ENFERMAGEM,Maceió,AL,3
FACULDADE ESTÁCIO DE FEIRA DE SANTANA,ESTÁCIO FEIRA DE SAN,Privada com fins lucrativos,ENFERMAGEM,Feira de Santana,BA,3
CENTRO UNIVERSITÁRIO TIRADENTES,UNIT,Privada com fins lucrativos,ENGENHARIA AMBIENTAL,Maceió,AL,4
CENTRO UNIVERSITÁRIO DE VIÇOSA,UNIVIÇOSA,Privada com fins lucrativos,ENGENHARIA QUÍMICA,Viçosa,MG,4
CENTRO UNIVERSITÁRIO DE VIÇOSA,UNIVIÇOSA,Privada com fins lucrativos,ENGENHARIA AMBIENTAL,Viçosa,MG,4
FACULDADE FACTUM,Factum,Privada com fins lucrativos,ENFERMAGEM,Porto Alegre,RS,4
Faculdade Estácio São Paulo de Rondônia,Estácio FSP,Privada com fins lucrativos,FARMÁCIA,Rolim de Moura,RO,3
CENTRO UNIVERSITÁRIO UNIDOM - BOSCO,UNIDOM - BOSCO,Privada com fins lucrativos,ENFERMAGEM,Curitiba,PR,3
Faculdade Estácio São Paulo de Rondônia,Estácio FSP,Privada com fins lucrativos,FISIOTERAPIA,Rolim de Moura,RO,3
FACULDADE DE ENGENHARIA DE RESENDE,FER,Privada sem fins lucrativos,ENGENHARIA DE PRODUÇÃO,Resende,RJ,3
FACULDADE ISEIB DE BELO HORIZONTE,FIBH,Privada com fins lucrativos,ENFERMAGEM,Belo Horizonte,MG,3
